T1,T2,T3,T4
1522327887952,1522327888090,1522327888090,1522327888232
1522327888232,1522327888370,1522327888370,1522327888512
1522327888512,1522327888651,1522327888651,1522327888793
1522327888793,1522327888931,1522327888932,1522327889073
1522327889073,1522327889211,1522327889212,1522327889353
1522327889353,1522327889491,1522327889492,1522327889633
1522327889633,1522327889771,1522327889771,1522327889912
1522327889912,1522327890051,1522327890051,1522327890192
1522327890192,1522327890331,1522327890331,1522327890472
1522327890472,1522327890610,1522327890610,1522327890751
1522327890751,1522327890889,1522327890889,1522327891030
1522327891030,1522327891169,1522327891169,1522327891310
1522327891311,1522327891450,1522327891450,1522327891591
1522327891591,1522327891730,1522327891730,1522327891871
1522327891871,1522327892010,1522327892010,1522327892151
1522327892151,1522327892289,1522327892290,1522327892436
1522327892436,1522327892574,1522327892574,1522327892719
1522327892719,1522327892857,1522327892858,1522327892999
1522327892999,1522327893137,1522327893137,1522327893278
1522327893278,1522327893417,1522327893417,1522327893559
1522327893559,1522327893697,1522327893697,1522327893838
1522327893838,1522327893977,1522327893977,1522327894118
1522327894118,1522327894257,1522327894257,1522327894398
1522327894398,1522327894536,1522327894536,1522327894677
1522327894677,1522327894816,1522327894816,1522327894957
1522327894957,1522327895095,1522327895096,1522327895238
1522327895238,1522327895376,1522327895376,1522327895517
1522327895517,1522327895656,1522327895656,1522327895797
1522327895797,1522327895936,1522327895936,1522327896077
1522327896077,1522327896215,1522327896216,1522327896357
1522327896357,1522327896495,1522327896495,1522327896636
1522327896636,1522327896775,1522327896775,1522327896916
1522327896916,1522327897055,1522327897055,1522327897197
1522327897197,1522327897335,1522327897336,1522327897478
1522327897478,1522327897617,1522327897617,1522327897758
1522327897758,1522327897897,1522327897897,1522327898038
1522327898038,1522327898177,1522327898177,1522327898318
1522327898318,1522327898457,1522327898457,1522327898598
1522327898598,1522327898736,1522327898737,1522327898878
1522327898878,1522327899016,1522327899016,1522327899158
1522327899158,1522327899296,1522327899296,1522327899437
